product_id,quantity_sold,sale_date,location,discount
1076,7,2024-01-27,Dhaka,44.45089620693041
1065,4,2024-01-02,Chittagong,1.2115705599648363
1031,9,2024-12-18,Sylhet,13.310153859861407
1004,2,2024-10-21,Rajshahi,84.96746181346077
1050,9,2024-11-07,Rajshahi,97.80344120945136
1069,9,2024-12-28,Rajshahi,15.794148560368138
1030,5,2024-08-26,Chittagong,53.551781838690836
1088,1,2024-01-13,Sylhet,96.63334338056437
1059,7,2024-07-02,Rajshahi,15.658137617896383
1067,4,2024-07-12,Chittagong,18.630961750245024
1075,9,2024-02-25,Rajshahi,92.68163539283984
1045,6,2024-08-17,Sylhet,70.56876464523825
1004,3,2024-01-28,Sylhet,15.196668684216075
1026,6,2024-11-15,Sylhet,39.349267111860975
1027,6,2024-03-11,Sylhet,5.626994421471054
1046,5,2024-07-28,Sylhet,43.26715339176942
1064,2,2024-07-02,Rajshahi,77.7901494487037
1091,2,2024-12-21,Sylhet,55.39720545861272
1051,7,2024-02-10,Rajshahi,64.74421218162031
1050,2,2024-09-16,Sylhet,32.68201322002092
1006,6,2024-12-09,Rajshahi,16.1395917744793
1059,5,2024-03-24,Sylhet,1.311667577348441
1015,4,2024-02-15,Rajshahi,82.13123443293455
1030,7,2024-06-07,Sylhet,63.66545593457879
1042,8,2024-12-09,Chittagong,22.932124128768837
1037,4,2024-01-07,Rajshahi,41.84339600772948
1042,1,2024-11-28,Chittagong,80.14432687281142
1035,1,2024-05-15,Rajshahi,53.87001860913857
1087,1,2024-07-01,Rajshahi,30.01598764459783
1006,1,2024-07-15,Rajshahi,26.718451717068547
1068,5,2024-06-20,Dhaka,21.76140244488256
1018,4,2024-12-14,Sylhet,82.37298801341699
1073,9,2024-10-02,Chittagong,58.186035068466246
1029,3,2024-03-18,Chittagong,70.91571657014643
1077,7,2024-06-26,Rajshahi,86.01204413974133
1059,8,2024-01-27,Chittagong,98.68617025302161
1047,6,2024-04-29,Chittagong,24.948358653078195
1017,1,2024-10-07,Chittagong,18.090248745791293
1096,8,2024-11-03,Chittagong,46.19983427939485
1022,3,2024-07-14,Dhaka,3.50712794785325
1068,8,2024-10-03,Rajshahi,79.17178815635283
1069,4,2024-01-18,Chittagong,88.37599988343821
1037,8,2024-10-21,Dhaka,68.60396987480284
1049,1,2024-09-27,Dhaka,26.799502456360933
1013,3,2024-02-22,Rajshahi,12.315547398879056
1034,6,2024-10-20,Sylhet,38.214418791988834
1086,9,2024-02-21,Sylhet,83.33356205052533
1053,2,2024-08-03,Sylhet,34.78278037861146
1087,1,2024-03-12,Chittagong,3.4254573626639973
1051,3,2024-01-28,Rajshahi,27.42803762251319
1003,4,2024-09-08,Sylhet,98.99456100757233
1042,5,2024-02-04,Chittagong,67.66687556658833
1098,3,2024-07-19,Rajshahi,90.08548299771279
1032,2,2024-09-05,Chittagong,77.48652675011076
1051,2,2024-04-08,Sylhet,53.970551532663066
1085,7,2024-11-03,Sylhet,14.86888723949803
1046,9,2024-05-19,Dhaka,34.86444783557177
1021,2,2024-03-23,Dhaka,58.37402252742222
1044,7,2024-02-17,Rajshahi,87.0632348731992
1011,7,2024-10-04,Chittagong,26.867504586489964
1068,7,2024-09-04,Chittagong,12.122686934022953
1001,3,2024-06-25,Sylhet,55.883231755481745
1092,7,2024-02-21,Sylhet,17.650122251805566
1063,1,2024-03-19,Rajshahi,61.03617693219066
1024,1,2024-11-17,Dhaka,26.3521442483732
1099,5,2024-03-04,Sylhet,23.096300430062467
1013,2,2024-01-08,Chittagong,39.91807649888911
1098,9,2024-08-01,Sylhet,59.31917575579458
1011,7,2024-01-25,Dhaka,54.5317672949313
1100,4,2024-09-12,Chittagong,24.473447723498055
1051,4,2024-08-30,Dhaka,89.11166744533762
1017,2,2024-07-16,Rajshahi,10.988196973520104
1099,5,2024-04-03,Rajshahi,3.94675630743353
1082,4,2024-07-25,Dhaka,60.270626940619756
1086,1,2024-01-15,Chittagong,12.340716806547647
1024,8,2024-06-26,Dhaka,50.48908142789611
1019,3,2024-03-15,Sylhet,95.17732844096327
1037,6,2024-04-13,Sylhet,69.85802714527901
1085,4,2024-10-20,Dhaka,61.74565803977604
1008,9,2024-06-16,Sylhet,57.48052248722807
1028,7,2024-04-24,Dhaka,17.953925219959277
1005,9,2024-02-08,Sylhet,43.26478246281044
1017,3,2024-12-29,Dhaka,34.25235073667625
1036,1,2024-09-29,Sylhet,95.30743222220627
1019,5,2024-05-14,Chittagong,24.2320231370725
1064,3,2024-08-19,Chittagong,47.15163713960514
1091,6,2024-02-08,Sylhet,93.80793632762501
1098,8,2024-10-17,Dhaka,78.9180652439315
1011,4,2024-11-02,Sylhet,96.45152392844231
1054,5,2024-02-16,Rajshahi,60.8330255146991
1045,5,2024-02-05,Rajshahi,33.378685474593404
1047,4,2024-11-15,Dhaka,82.66497754640591
1012,4,2024-04-04,Sylhet,29.14562713733706
1021,4,2024-12-26,Sylhet,16.47728019118859
1011,4,2024-01-13,Chittagong,70.62888140390073
1092,4,2024-05-25,Dhaka,63.89556635343594
1005,5,2024-03-05,Rajshahi,87.89489025953954
1081,2,2024-08-15,Rajshahi,96.19247578160507
1056,2,2024-08-29,Dhaka,85.71975872245541
1020,9,2024-01-08,Rajshahi,6.002179758827076
1041,2,2024-10-30,Dhaka,66.45134329822682
1046,6,2024-12-06,Rajshahi,78.47324128640457
1012,2,2024-02-12,Rajshahi,98.19287243501765
1070,5,2024-08-31,Dhaka,37.46612995126337
1017,4,2024-06-29,Dhaka,16.988158727114786
1019,7,2024-03-25,Rajshahi,85.29330617972212
1026,7,2024-06-03,Rajshahi,31.746674363255533
1048,6,2024-10-01,Chittagong,59.82018957938588
1052,5,2024-01-23,Sylhet,38.98947642129998
1096,1,2024-04-24,Dhaka,40.23262567586612
1070,3,2024-11-01,Dhaka,73.24644791774516
1055,9,2024-10-25,Sylhet,36.14751253399386
1100,1,2024-04-08,Chittagong,69.30751129704869
1075,5,2024-04-13,Rajshahi,1.4328455452302102
1033,2,2024-02-20,Rajshahi,32.464739000387596
1062,4,2024-12-27,Chittagong,31.904403135366266
1088,1,2024-04-21,Chittagong,74.8835285896717
1023,3,2024-08-31,Sylhet,31.455711602562786
1015,7,2024-06-17,Sylhet,63.3327132365083
1027,3,2024-03-12,Rajshahi,68.85244021078648
1075,4,2024-05-18,Chittagong,65.84255441971152
1064,2,2024-12-01,Chittagong,60.329368104866454
1081,3,2024-08-18,Rajshahi,41.36168493493947
1051,9,2024-08-26,Rajshahi,37.33049776838104
1053,3,2024-09-09,Rajshahi,56.45840583758896
1078,5,2024-02-18,Rajshahi,6.370310248432631
1091,2,2024-10-29,Rajshahi,87.58198420515261
1082,4,2024-03-12,Sylhet,82.53151430303431
1092,7,2024-09-19,Rajshahi,34.63847170371896
1051,7,2024-11-17,Chittagong,56.68191233856312
1047,3,2024-08-09,Dhaka,93.22276981844632
1004,5,2024-03-17,Sylhet,27.163679741209666
1007,1,2024-03-02,Chittagong,74.24552676948534
1035,1,2024-06-05,Dhaka,8.273180732100515
1048,5,2024-10-20,Sylhet,52.33721474709711
1073,9,2024-05-04,Rajshahi,88.39691294472976
1072,1,2024-08-16,Sylhet,55.17092841490735
1045,1,2024-12-05,Rajshahi,61.62528268371014
1081,4,2024-06-09,Rajshahi,90.76392933095441
1081,4,2024-01-29,Rajshahi,71.53606400498028
1097,2,2024-04-23,Dhaka,69.58696802242656
1096,9,2024-03-19,Sylhet,58.63840220928984
1072,9,2024-01-23,Rajshahi,63.29886141924184
1019,2,2024-04-15,Chittagong,80.37054240166172
1063,9,2024-05-10,Sylhet,97.92330832972443
1038,6,2024-12-22,Chittagong,79.53253540081879
1067,8,2024-06-21,Dhaka,70.75368316269962
1059,4,2024-09-20,Dhaka,13.554488361151485
1069,2,2024-12-07,Sylhet,81.70803874416931
1013,2,2024-10-11,Dhaka,73.5994367398703
1047,9,2024-01-02,Dhaka,77.04321954012339
1061,1,2024-08-20,Sylhet,23.10964782433119
1031,7,2024-09-07,Chittagong,90.34436965409277
1080,3,2024-11-16,Rajshahi,9.728136834686218
1096,3,2024-04-17,Sylhet,25.361205569194656
1022,2,2024-10-02,Sylhet,66.30234383244017
1093,6,2024-06-28,Rajshahi,67.37144638310151
1086,2,2024-07-31,Chittagong,31.332456630082483
1043,4,2024-10-19,Rajshahi,70.15197771118147
1067,9,2024-03-12,Rajshahi,38.79305376548721
1054,9,2024-10-09,Chittagong,0.017551585792330293
1010,6,2024-06-23,Chittagong,16.26061322873835
1042,4,2024-05-02,Rajshahi,88.26182752181744
1064,7,2024-08-14,Rajshahi,22.269401172941883
1021,1,2024-10-27,Sylhet,11.291033885887591
1080,4,2024-03-23,Chittagong,68.22006059331946
1076,5,2024-09-09,Dhaka,44.070644240973614
1066,8,2024-05-25,Chittagong,79.65909363976444
1041,2,2024-04-29,Rajshahi,86.14449345657881
1024,5,2024-03-05,Rajshahi,84.59888773872315
1035,6,2024-10-07,Rajshahi,31.30092191968933
1056,5,2024-10-09,Rajshahi,50.55459379681642
1030,9,2024-04-15,Dhaka,65.01417346469641
1057,1,2024-10-26,Chittagong,32.19830872841239
1094,3,2024-04-16,Dhaka,4.109931535301814
1047,2,2024-02-05,Dhaka,49.56643822969191
1035,3,2024-05-26,Rajshahi,1.281833346559369
1019,9,2024-09-18,Dhaka,95.06456247259472
1008,9,2024-06-07,Rajshahi,79.66836460730265
1026,2,2024-09-21,Rajshahi,19.20097765235945
1071,3,2024-07-20,Rajshahi,28.75717488919284
1030,4,2024-06-03,Dhaka,98.28385480194383
1007,9,2024-01-13,Rajshahi,37.35485541413044
1067,3,2024-10-23,Dhaka,78.37223574338923
1065,7,2024-11-17,Chittagong,44.68154684192543
1036,3,2024-03-25,Rajshahi,86.40959241006102
1025,7,2024-10-06,Sylhet,70.3753508161509
1037,7,2024-09-01,Sylhet,2.291005989115935
1001,9,2024-10-26,Sylhet,29.43898859392372
1015,2,2024-12-27,Sylhet,55.799231489345246
1037,6,2024-12-19,Sylhet,92.61740440697538
1013,9,2024-11-11,Dhaka,10.202989464149038
1008,2,2024-01-09,Chittagong,60.1162537711067
1005,2,2024-09-03,Dhaka,30.217673141265756
1060,5,2024-11-07,Rajshahi,88.93277820194403
1073,8,2024-10-04,Chittagong,76.51696096585133
1001,9,2024-08-25,Chittagong,36.970272200928534
1036,2,2024-07-21,Chittagong,16.71031639086137
1035,5,2024-09-03,Chittagong,1.1497972397297773
1066,7,2024-08-22,Sylhet,62.113445067194874
1063,6,2024-03-21,Rajshahi,40.61238076312438
1023,6,2024-12-21,Chittagong,31.475649286076912
1009,7,2024-01-13,Chittagong,98.55022916368355
1034,3,2024-11-22,Sylhet,46.614213556031515
1046,3,2024-01-16,Dhaka,74.98392836454242
1078,9,2024-02-14,Dhaka,17.741241725123626
1004,8,2024-11-16,Dhaka,1.3455257741813775
1030,5,2024-05-18,Rajshahi,41.7562619448016
1095,6,2024-11-21,Dhaka,66.56648349426617
1075,1,2024-05-27,Chittagong,50.659869618345944
1099,1,2024-12-20,Sylhet,89.0466257624391
1072,4,2024-08-23,Sylhet,43.39793511871648
1003,2,2024-07-09,Dhaka,31.100281315309118
1014,7,2024-04-10,Sylhet,91.60486762076435
1060,2,2024-04-14,Chittagong,40.68022786343809
1077,2,2024-09-06,Dhaka,26.964786163961165
1045,5,2024-04-03,Chittagong,9.766107681008041
1096,4,2024-08-07,Rajshahi,79.33097732158208
1034,8,2024-10-24,Chittagong,82.50914607978432
1045,4,2024-12-04,Chittagong,3.329778356517199
1061,6,2024-05-12,Chittagong,35.864559840152474
1083,5,2024-12-26,Chittagong,74.98764545979597
1016,2,2024-06-03,Rajshahi,94.63818474880539
1066,8,2024-01-28,Dhaka,37.7818283844905
1040,2,2024-10-08,Chittagong,87.20534313794936
1017,9,2024-04-25,Dhaka,39.37204065321951
1034,9,2024-10-31,Sylhet,17.94946272426481
1016,3,2024-08-21,Chittagong,0.34461437768696923
1060,4,2024-01-01,Chittagong,33.018102315287976
1066,8,2024-12-13,Sylhet,37.84750507273715
1066,9,2024-08-27,Dhaka,94.51175288873361
1090,3,2024-02-27,Rajshahi,20.60702524206228
1013,5,2024-11-30,Chittagong,38.22307080175047
1056,8,2024-07-01,Sylhet,2.515412982311316
1031,3,2024-12-02,Sylhet,76.35397350913864
1034,7,2024-01-26,Chittagong,91.51412362549867
1039,8,2024-03-17,Dhaka,23.78206472764919
1067,3,2024-08-04,Dhaka,42.89951106401645
1008,2,2024-11-23,Chittagong,12.211262136599398
1087,7,2024-11-20,Sylhet,45.68354303128908
1078,9,2024-09-18,Chittagong,13.334246364409541
1055,1,2024-01-23,Rajshahi,52.33484944191521
1027,3,2024-08-31,Rajshahi,73.46220404322331
1093,5,2024-06-06,Dhaka,55.33427748141682
1053,3,2024-07-24,Rajshahi,24.521957838737595
1039,1,2024-11-05,Sylhet,35.37959854689051
1065,7,2024-03-27,Rajshahi,63.85727377056324
1017,7,2024-09-23,Chittagong,58.97554177893252
1030,8,2024-05-13,Sylhet,13.677478812133348
1053,5,2024-09-23,Dhaka,84.49494735661027
1013,5,2024-11-28,Dhaka,47.51889122470154
1021,5,2024-09-24,Rajshahi,16.236922452639302
1019,1,2024-02-22,Dhaka,12.282654257472924
1053,5,2024-04-08,Chittagong,96.55517746451302
1019,6,2024-09-03,Sylhet,28.1535111173546
1057,1,2024-02-05,Chittagong,90.85935879163759
1025,7,2024-01-28,Chittagong,41.05852987689389
1086,1,2024-08-07,Chittagong,38.59214304531903
1031,2,2024-04-11,Chittagong,70.0928969649432
1081,2,2024-09-19,Sylhet,0.9883287775461436
1055,5,2024-09-27,Sylhet,33.80895216303905
1023,7,2024-08-11,Chittagong,30.26457121918089
1032,1,2024-05-18,Chittagong,86.80980942840463
1062,1,2024-10-06,Dhaka,52.91235390207832
1074,1,2024-10-12,Dhaka,36.45701572242519
1010,6,2024-09-06,Sylhet,26.60793102997181
1100,2,2024-11-17,Dhaka,59.05098088106291
1072,1,2024-11-12,Sylhet,15.167314054336467
1054,6,2024-03-18,Sylhet,24.62047685087816
1052,2,2024-10-23,Rajshahi,29.361216506474975
1020,6,2024-12-03,Sylhet,60.7908947606941
1032,8,2024-11-02,Dhaka,37.32549590164754
1014,2,2024-12-16,Rajshahi,50.57833001200495
1050,9,2024-01-13,Dhaka,65.04382637665867
1028,8,2024-12-11,Sylhet,95.62716008076873
1053,1,2024-03-22,Sylhet,76.48373971027523
1024,7,2024-01-09,Chittagong,40.52567805721077
1079,6,2024-07-31,Sylhet,74.82753743972567
1022,6,2024-02-17,Rajshahi,94.96941809192126
1030,6,2024-02-18,Sylhet,49.93805456541248
1063,6,2024-11-04,Chittagong,41.04969331228897
1004,7,2024-02-09,Sylhet,7.801869900073655
1077,3,2024-12-28,Sylhet,89.23703706508623
1059,6,2024-10-06,Sylhet,24.64342807936556
1087,3,2024-08-13,Chittagong,6.395789681913955
1008,7,2024-04-17,Dhaka,53.72034865910831
1082,7,2024-09-01,Sylhet,84.58996459615251
1012,8,2024-09-11,Rajshahi,40.66350556230525
1031,2,2024-02-02,Chittagong,78.30674701590162
1078,9,2024-01-23,Rajshahi,83.63960072839957
1034,5,2024-11-28,Sylhet,45.44035588198637
1082,9,2024-02-23,Chittagong,59.095506594047365
1098,5,2024-11-04,Sylhet,53.391229853894004
1075,7,2024-02-18,Rajshahi,93.91958616345015
1076,9,2024-03-18,Chittagong,72.55056850917613
1049,4,2024-12-01,Dhaka,92.5342810770113
1079,2,2024-12-23,Dhaka,22.000997806197187
1057,9,2024-05-01,Dhaka,31.023685183267048
1095,2,2024-12-24,Sylhet,7.091347318006768
1093,3,2024-03-30,Chittagong,49.99079566958077
1026,2,2024-12-11,Rajshahi,87.39236793859108
1018,3,2024-07-11,Rajshahi,32.68466971307157
1096,6,2024-08-31,Sylhet,12.828210694933151
1086,3,2024-05-28,Sylhet,6.8446254929052985
1038,8,2024-05-25,Rajshahi,44.750027252365456
1081,6,2024-11-11,Chittagong,16.402174462876328
1087,7,2024-05-20,Sylhet,34.61040288851035
1088,1,2024-10-12,Chittagong,81.99798080824368
1050,3,2024-12-04,Rajshahi,38.404738275752436
1008,3,2024-04-20,Chittagong,60.987091825635574
1041,2,2024-04-17,Dhaka,50.21600558228149
1006,7,2024-10-07,Rajshahi,71.85332929700363
1069,9,2024-02-19,Dhaka,15.616495898756877
1044,4,2024-01-14,Rajshahi,92.04410364836187
1064,5,2024-05-13,Dhaka,64.36327975500353
1029,3,2024-03-16,Chittagong,27.095373158010727
1028,9,2024-03-24,Rajshahi,12.325370813805902
1011,4,2024-12-08,Rajshahi,14.972556414619032
1065,5,2024-06-06,Dhaka,78.26629268961081
1019,1,2024-10-12,Chittagong,58.811005331295796
1009,2,2024-11-09,Rajshahi,38.07582907181833
1027,9,2024-04-03,Sylhet,33.290084618688
1034,2,2024-10-23,Dhaka,85.57580044005302
1044,5,2024-04-03,Rajshahi,87.4762523781461
1068,8,2024-02-26,Chittagong,58.12620384192929
1100,3,2024-06-12,Chittagong,52.45440656650363
1082,6,2024-11-15,Chittagong,81.64480420765715
1015,4,2024-04-07,Chittagong,74.93351797943753
1051,7,2024-01-16,Dhaka,40.03251833277884
1013,3,2024-12-09,Rajshahi,8.273868475085699
1083,6,2024-03-18,Dhaka,76.85001073627778
1049,9,2024-12-11,Dhaka,16.870102894024374
1070,1,2024-03-12,Chittagong,1.6376906478478337
1056,3,2024-09-26,Sylhet,84.33026752039908
1076,2,2024-10-13,Chittagong,57.825384533671865
1051,8,2024-03-06,Sylhet,89.16660355357584
1037,7,2024-03-08,Dhaka,48.4588083197618
1017,2,2024-07-11,Chittagong,92.6481100711403
1058,6,2024-02-24,Chittagong,35.39717479788638
1087,3,2024-06-16,Dhaka,72.45220023342928
1090,8,2024-01-25,Chittagong,30.09865092617835
1029,3,2024-05-10,Rajshahi,0.11636643279784309
1033,9,2024-11-20,Sylhet,37.974453454895674
1060,1,2024-04-11,Sylhet,73.77655131092388
1091,5,2024-10-08,Sylhet,15.002417944651391
1089,3,2024-10-22,Chittagong,50.48020332073931
1055,6,2024-10-20,Rajshahi,21.2321484850715
1010,2,2024-09-19,Chittagong,7.46241214191029
1047,9,2024-04-29,Sylhet,61.74519819443163
1023,6,2024-08-18,Chittagong,95.1967622303403
1085,7,2024-10-17,Sylhet,31.07042187179171
1021,5,2024-06-09,Dhaka,58.064580035995036
1013,9,2024-06-09,Sylhet,95.36033677507945
1033,1,2024-03-18,Dhaka,65.04833499946875
1024,5,2024-02-07,Dhaka,67.31133023099542
1011,6,2024-01-28,Dhaka,17.892851156083587
1017,7,2024-04-09,Sylhet,49.26096788528267
1068,4,2024-10-20,Rajshahi,36.708274708724666
1047,1,2024-05-03,Sylhet,47.095685239103005
1025,8,2024-04-01,Chittagong,80.08265764418772
1094,4,2024-09-11,Chittagong,46.06989877460983
1073,3,2024-04-06,Rajshahi,6.285067825783508
1021,7,2024-01-06,Rajshahi,90.5541661150863
1084,2,2024-06-17,Rajshahi,54.481588745197065
1083,8,2024-09-27,Dhaka,92.4494358530292
1083,6,2024-04-17,Rajshahi,57.23545120276244
1012,7,2024-10-25,Rajshahi,6.963631597506059
1037,5,2024-02-16,Rajshahi,55.28693935257712
1042,9,2024-04-08,Sylhet,57.57389324926806
1017,5,2024-01-14,Chittagong,21.433987934297562
1048,5,2024-07-12,Chittagong,47.10290841043767
1028,3,2024-06-05,Rajshahi,45.94415118736514
1041,1,2024-06-02,Chittagong,62.28761490206036
1099,2,2024-04-24,Sylhet,25.96140986739204
1047,8,2024-09-14,Chittagong,58.17484179481938
1018,1,2024-05-24,Dhaka,24.09520426369428
1078,7,2024-10-17,Sylhet,44.644527220390664
